#{"t_start": 1787586223.6074083, "env_id": "Humanoid-v5"}
r,l,t
79.900319,18,4.550858
96.261789,21,4.676743
122.771219,29,4.842021
157.401807,33,5.021485
102.194353,23,5.162118
94.540497,21,5.281118
82.320845,19,5.374873
80.110687,18,5.465161
71.215617,16,5.54235
90.876102,21,5.637845
121.183369,26,5.750899
76.156983,17,5.821531
111.346132,26,5.926763
112.210911,24,6.020058
79.987517,18,6.085073
71.534324,16,6.141921
119.259877,27,6.240138
87.339884,19,6.30618
83.398907,19,6.367332
77.037281,17,6.419381
99.637919,23,6.490444
98.793357,21,6.55208
80.000362,18,6.604085
88.171546,20,6.658336
86.79103,19,6.707199
120.238004,27,6.776458
80.863208,18,6.82085
148.998799,32,6.896917
76.428569,17,6.935069
84.929668,19,6.977264
191.665387,41,7.070027
96.791956,21,7.116384
71.060244,16,7.149435
76.216079,17,7.184895
81.032636,18,7.221405
89.762147,20,7.260781
80.916972,18,7.29746
176.327379,41,7.377834
133.00878,30,7.433908
107.261924,23,7.474887
124.747817,28,7.525418
70.012398,16,7.556233
140.789692,32,7.615339
94.243855,21,7.652976
75.482866,17,7.682769
103.562886,24,8.464108
80.629428,18,8.494379
105.061161,23,8.533353
90.326029,20,8.568464
111.533795,25,8.612449
76.176438,17,8.642252
75.994413,17,8.672592
93.681528,20,8.706883
76.332001,17,8.738139
120.411622,26,8.786774
76.570953,17,8.816574
70.321333,16,8.845236
76.213529,17,8.875654
81.20217,18,8.907736
110.027074,25,8.954781
133.441415,29,9.009154
171.407455,39,9.078065
80.600039,18,9.108665
110.319068,24,9.150341
81.723246,19,9.184596
76.169172,17,9.214399
80.825963,18,9.248327
127.216711,28,9.302711
76.098315,17,9.335322
152.288397,33,9.399119
76.291753,17,9.427129
118.804394,27,9.47485
74.432415,17,9.504016
80.54634,18,9.53576
76.587189,17,9.567004
83.338783,19,9.603255
75.320791,17,9.634532
81.202137,18,9.669348
99.64731,23,9.713798
130.770884,32,9.776443
71.512668,16,9.804497
92.766089,22,9.842991
81.425104,18,9.873221
101.02838,22,9.910874
69.959553,16,9.940872
76.069188,17,9.97259
90.333646,20,10.011506
91.396817,20,10.051479
91.600664,20,10.085505
98.902987,22,10.123142
74.733318,17,10.151855
86.419646,19,10.185248
76.073542,17,10.215588
80.74542,18,10.248398
173.037371,38,10.832849
75.456108,17,10.866582
119.973412,26,10.917192
80.20091,18,10.951441
82.571009,18,10.986485
71.052125,16,11.017069
116.778038,26,11.065274
182.60196,41,11.141727
89.651308,20,11.178945
148.355597,31,11.237682
75.600341,17,11.274365
91.99105,21,11.320215
111.986438,27,11.380146
129.047042,28,11.436681
154.590751,35,11.501344
87.544206,19,11.533509
106.636963,25,11.584641
108.599496,24,11.634616
81.342789,18,11.672661
118.65946,29,12.317686
75.350667,17,12.350631
128.633936,31,12.4131
95.9262,21,12.468028
100.734885,22,12.509095
140.267775,31,12.567609
75.430822,17,12.599635
100.477246,22,12.639741
81.452533,18,12.67251
135.611838,30,12.732299
91.068641,20,12.776576
82.252843,18,12.815233
132.47263,30,12.876932
173.307593,37,12.952833
114.178563,25,12.99492
83.275596,19,13.027262
70.924548,16,13.055352
75.637409,17,13.08595
76.630725,17,13.117119
76.606662,17,13.148543
107.326937,24,13.193194
145.218148,33,13.252413
149.851744,37,13.315363
97.327362,21,13.352362
90.772584,21,13.390765
98.263824,22,13.866634
78.853102,18,13.898187
90.484005,21,13.934345
70.550496,16,13.961383
114.835504,25,14.005965
76.764917,17,14.036149
80.4973,18,14.072938
97.701742,23,14.121583
182.925008,40,14.218202
75.48184,17,14.251514
99.771037,22,14.291873
89.963358,20,14.328235
83.157619,19,14.364157
76.54738,17,14.396095
84.119578,19,14.431211
75.371278,18,14.464354
81.335303,18,14.498958
123.841556,26,14.548698
95.205988,21,14.589738
91.106224,20,14.629665
70.646708,16,14.660119
91.463255,21,14.717877
87.062087,19,14.765162
99.786445,24,14.815341
123.872834,27,14.875767
76.404436,17,14.912211
168.13684,37,14.985216
124.108185,27,15.033699
79.18294,18,15.067122
173.004641,39,15.140956
76.191109,17,15.173442
142.626108,30,15.228348
69.4888,16,15.258329
