#{"t_start": 1787586223.6161096, "env_id": "Humanoid-v5"}
r,l,t
70.96414,16,4.529601
75.242114,17,4.632908
71.173972,16,4.725837
86.298253,19,4.834231
131.182145,28,4.986804
110.581944,27,5.146943
94.799614,22,5.273451
80.353334,18,5.361912
83.963136,19,5.457378
110.479701,24,5.572233
81.113822,18,5.652241
99.293877,22,5.74718
81.263865,18,5.822201
91.269148,21,5.906592
80.01827,18,5.976581
76.478049,17,6.040013
91.479485,21,6.11666
134.008449,28,6.217218
76.351024,17,6.277542
83.062542,19,6.339253
72.216222,17,6.392715
170.506272,38,6.50845
80.64271,18,6.561417
125.149467,30,6.644256
89.983409,20,6.696117
74.882666,17,6.739307
98.358426,23,6.798041
80.770206,18,6.84068
70.810576,16,6.878522
71.493069,16,6.915137
80.876607,18,6.955631
97.225863,21,7.00391
90.504677,20,7.048605
98.823254,22,7.096928
76.436238,17,7.132453
78.670222,18,7.170629
91.406845,20,7.210845
75.566123,17,7.243885
133.582145,29,7.302647
145.663386,32,7.365242
81.678831,18,7.399538
72.857957,17,7.43096
81.648194,18,7.462698
108.283446,23,7.504827
92.113585,20,7.54172
126.926773,29,7.59638
129.835763,28,7.646453
80.841354,18,7.677647
81.02991,18,7.707178
121.012828,26,8.492505
160.629471,34,8.551277
73.172659,17,8.581425
210.894257,44,8.658706
74.176251,17,8.688162
69.765054,16,8.717551
87.135912,20,8.753613
104.141244,25,8.799535
74.549104,17,8.829595
81.178325,18,8.86185
82.191999,19,8.895398
75.887756,17,8.926938
100.723569,22,8.96916
75.400425,17,9.000799
82.898961,18,9.032822
121.162938,29,9.083567
153.040392,36,9.145721
97.231451,24,9.188659
95.282135,21,9.226303
129.654486,28,9.281235
84.392924,19,9.317282
141.245458,30,9.375799
71.069805,16,9.403961
88.996436,20,9.437469
169.895583,37,9.502617
149.527427,34,9.564807
87.564164,19,9.600781
122.02705,26,9.64997
116.803866,28,9.703453
86.917673,19,9.740525
252.44985,53,9.836423
75.431468,17,9.864838
89.668827,20,9.898756
80.301713,18,9.932473
86.590612,19,9.967602
144.48583,31,10.029455
76.125349,17,10.060226
86.707444,20,10.093707
80.101215,18,10.125156
94.752745,21,10.161084
92.488113,20,10.196485
110.165261,27,10.245918
118.887532,26,10.298223
78.425935,18,10.843332
103.958033,23,10.887771
89.831451,20,10.925022
114.894499,25,10.974184
84.992659,19,11.010818
151.955921,34,11.074206
100.057108,22,11.114542
75.350292,17,11.146688
86.704811,19,11.181746
75.401466,17,11.213489
80.414984,18,11.250722
103.668223,23,11.300595
125.228553,27,11.360684
91.811787,20,11.401785
95.718171,21,11.444273
102.190101,22,11.483695
105.139833,23,11.523141
72.452096,17,11.558051
131.533957,29,11.617819
141.809568,33,11.686385
81.272936,18,12.309359
106.952446,24,12.356134
123.574559,26,12.409131
84.971303,19,12.459741
70.507198,16,12.490093
80.611897,18,12.523611
109.755047,27,12.574856
93.486746,21,12.613392
92.606248,20,12.649035
132.348275,29,12.704587
97.969038,22,12.752363
76.23927,17,12.789998
76.153695,17,12.825032
121.103069,27,12.883074
76.39206,17,12.919223
68.555379,16,12.948006
84.231244,19,12.980085
75.627283,17,13.008017
107.009493,24,13.050514
107.111351,26,13.097255
128.735878,29,13.151632
126.63628,28,13.202936
119.341548,27,13.250606
76.209148,17,13.279021
76.193353,17,13.308639
127.341278,29,13.360829
91.726734,20,13.835006
162.517163,35,13.894982
115.005268,27,13.940706
83.891627,19,13.973024
81.012607,18,14.006437
101.47598,22,14.048912
106.832847,24,14.09752
164.220297,35,14.184195
85.131533,19,14.224257
88.922698,21,14.262938
160.030173,36,14.330575
77.995681,18,14.363634
75.814944,17,14.395078
71.372201,16,14.424747
76.477868,17,14.456005
81.147201,18,14.490667
179.114269,39,14.566274
117.646141,25,14.615014
103.600897,23,14.659422
145.592782,31,14.743485
96.112324,21,14.790513
86.794954,19,14.83178
146.666607,33,14.904211
154.407664,33,14.968699
76.511568,17,14.999591
93.231903,21,15.03909
90.844276,21,15.076882
81.655726,18,15.111015
103.425586,24,15.157472
90.418853,20,15.19373
84.516146,20,15.231025
76.555178,17,15.264813
90.77593,20,15.31805
79.636899,18,15.351604
107.536591,23,15.392697
86.5865,19,15.425984
96.238826,22,15.464789
127.984471,29,15.513936
71.741631,16,15.541881
181.017983,39,15.614769
76.76081,17,15.646466
122.24197,27,15.696758
71.060455,16,15.724991
133.572395,31,15.78113
93.982054,21,16.32132
80.821859,18,16.354032
196.916027,45,16.44051
75.885801,17,16.473368
70.724,16,16.504425
156.244893,36,16.600948
161.626229,36,16.664743
90.793474,20,16.698779
76.631435,17,16.727807
81.387922,18,16.758993
92.06194,20,16.793414
81.079749,18,16.827496
71.529727,16,16.855567
105.749246,24,16.897529
98.58193,22,16.937061
82.25169,19,16.971786
99.270558,22,17.012872
111.397526,24,17.055426
88.949692,21,17.091235
92.502028,20,17.126866
126.096024,29,17.176669
93.609425,22,17.214359
197.207994,42,17.286677
126.970434,30,17.339862
90.398268,21,17.378152
178.047493,38,17.444474
89.154978,20,17.480437
109.247896,23,17.523048
87.963131,20,17.562304
172.218245,37,17.633069
108.534921,24,17.680025
89.755643,22,17.719265
97.457856,21,17.754247
71.705505,16,17.781115
72.590089,17,17.811074
85.798949,19,17.844388
124.373566,26,17.891216
137.302893,30,17.94745
182.20468,40,18.748281
105.030482,24,18.792883
84.761653,19,18.827208
80.487044,18,18.858745
159.376637,34,18.9204
147.576075,31,19.445494
71.198016,16,19.473599
109.122935,24,19.518717
133.273221,30,19.575005
170.234551,36,19.643094
120.169481,29,19.698574
175.907957,39,19.768506
120.790898,26,19.814831
131.324545,31,19.870886
90.32272,20,19.907331
155.184702,35,19.972725
197.664204,51,20.06805
144.122314,31,20.121949
141.706401,32,20.183024
237.408833,50,20.278988
89.487952,20,20.315722
75.512511,17,20.34769
120.21741,26,20.396496
138.499896,31,20.453434
104.439808,25,20.499325
121.998292,29,20.550082
132.153512,30,20.603824
75.352349,17,20.634048
284.274308,58,20.744915
178.681468,38,20.825557
92.315895,21,20.86317
84.480599,19,20.89677
202.336192,40,20.966341
129.321667,29,21.019482
147.136957,32,21.082814
159.504469,36,21.157021
119.015585,26,21.209287
79.284147,18,21.242547
177.265922,38,21.757928
154.893242,33,21.81863
199.002797,42,21.895986
176.338204,39,21.970165
91.256064,21,22.008345
179.64797,42,22.084313
171.797159,36,22.15122
76.11755,17,22.182914
235.507128,50,22.276205
204.396521,45,22.363501
181.63458,43,22.444518
114.353252,27,22.491495
184.422058,44,22.569765
112.592139,24,22.613526
113.1757,24,22.658454
177.775648,40,22.733803
75.461848,17,22.766727
103.11765,22,22.817476
94.926709,21,22.8622
179.258081,37,22.930405
81.003797,18,22.961888
75.251277,17,22.990668
154.493007,33,23.04939
159.290465,34,23.111796
187.420799,40,23.198571
94.786323,21,23.245162
267.850099,54,23.346038
178.220623,38,23.413033
131.662437,30,23.466386
121.842512,29,23.526312
101.165194,22,23.57651
115.146231,26,23.632774
82.533546,19,23.669434
80.012952,18,24.271599
144.361641,34,24.353976
211.488982,47,24.449966
71.032453,16,24.480469
124.231515,28,24.529524
151.141099,32,24.586999
152.951481,33,24.649965
76.308607,17,24.682219
159.946849,37,24.758232
170.40239,39,24.844554
134.63044,30,24.898731
70.647316,16,25.531981
96.468609,21,25.572326
191.726818,42,25.649159
118.052886,27,25.698008
205.246579,45,25.780407
119.930991,26,25.831567
169.288673,37,25.903866
95.905679,21,25.944795
147.961859,31,26.001543
73.33305,17,26.031218
117.376271,26,26.077887
161.214465,37,26.146131
86.880195,20,26.184409
148.802445,33,26.248675
152.427554,35,26.314819
90.213388,20,26.350633
157.290438,36,26.414937
115.693684,28,26.464768
95.448714,21,26.505004
148.011607,33,26.570262
79.430346,18,26.605402
216.743284,45,26.69171
210.632235,47,26.777279
130.533634,28,27.364089
237.448957,51,27.458107
117.250455,25,27.502921
176.629052,37,27.5708
