#{"t_start": 1787586223.5986555, "env_id": "Humanoid-v5"}
r,l,t
83.337178,19,4.565317
103.1304,24,4.708548
126.983255,28,4.867234
97.624727,22,4.98717
101.67633,22,5.11201
74.418414,17,5.219062
109.807572,24,5.343431
115.745093,26,5.472991
181.799152,39,5.655213
76.473016,17,5.728568
164.777524,35,5.874407
75.803573,17,5.942992
96.414467,21,6.024107
75.905103,17,6.085876
125.403049,28,6.186357
79.997378,18,6.252224
85.902928,19,6.317968
76.079393,17,6.372225
76.248562,17,6.424698
95.528295,21,6.489379
85.005117,19,6.546322
159.79683,35,6.644335
104.973525,23,6.705436
111.804315,26,6.771921
94.312551,21,6.824391
67.419171,16,6.86237
85.72214,19,6.907787
90.102195,20,6.952736
80.307975,18,6.992464
96.819106,22,7.042429
99.505296,22,7.091677
82.044393,18,7.131221
108.970263,23,7.179459
70.461453,16,7.211567
71.470233,16,7.243463
127.082589,30,7.303738
89.301474,20,7.342797
85.331237,20,7.382026
80.570088,18,7.41642
114.728808,25,7.46164
120.101804,27,7.510789
79.539916,18,7.542822
84.816704,19,7.578372
79.762806,18,7.613274
91.758035,20,7.649318
75.595689,17,7.679733
85.358465,19,7.71139
90.467385,20,8.486223
81.618289,18,8.516052
101.070815,23,8.556055
137.301245,32,8.612094
109.606694,26,8.65799
89.522444,20,8.693195
82.276976,19,8.727722
81.12628,18,8.759267
121.166782,27,8.809826
76.360556,17,8.839163
71.799867,16,8.867864
85.981724,19,8.901451
139.888924,31,8.959026
78.61005,18,8.994369
81.187109,18,9.027522
76.579337,17,9.056672
115.408477,26,9.102323
96.269633,22,9.140112
144.785194,31,9.195125
75.922053,17,9.224986
109.989704,24,9.270472
136.660546,29,9.326681
97.106143,21,9.367263
101.902915,23,9.411311
81.041063,18,9.440838
100.251177,22,9.479594
71.747111,16,9.507137
101.340789,23,9.548136
76.54854,17,9.57951
79.592004,18,9.613836
79.748381,18,9.647338
81.179194,18,9.681705
86.167724,19,9.718113
203.007926,43,9.801502
76.176812,17,9.829878
103.736154,25,9.873474
90.280238,20,9.906886
99.308259,22,9.947524
136.907838,30,10.003914
182.856372,38,10.077065
78.716662,18,10.107394
162.644572,37,10.171398
148.937043,32,10.22743
92.017129,20,10.264899
108.998001,24,10.312451
74.644879,18,10.858184
79.886618,18,10.892008
70.852639,16,10.923536
165.710314,38,10.997177
132.465536,31,11.055741
80.799501,18,11.089076
76.822083,18,11.12232
104.434298,24,11.167563
75.358487,17,11.198591
115.005991,25,11.245687
84.721309,19,11.286637
175.775638,40,11.375398
75.962998,17,11.410101
152.444976,32,11.474419
87.001371,19,11.508064
79.20201,18,11.538133
95.604731,21,11.581708
124.196525,28,11.639397
71.294057,16,11.672446
71.034064,16,11.706273
71.354325,16,12.324244
115.876439,26,12.374969
156.653234,36,12.45386
87.90129,19,12.497718
86.82214,19,12.532712
84.812988,20,12.570307
119.100647,25,12.617381
71.800944,16,12.646258
189.528316,41,12.723986
81.350145,18,12.762172
91.608251,20,12.806868
73.669133,17,12.841901
222.496023,48,12.943584
107.880088,25,12.986929
76.110846,17,13.01499
80.320558,18,13.046668
138.802339,29,13.098546
170.93753,37,13.166336
107.220094,24,13.210773
71.341732,16,13.240158
76.277514,17,13.269384
112.744218,27,13.315109
86.248275,19,13.348161
70.128683,16,13.377593
89.079976,20,13.851768
84.401875,19,13.884346
160.872645,34,13.942742
86.417755,20,13.976554
126.231491,29,14.029033
80.508535,18,14.063577
81.874707,20,14.103532
115.197528,26,14.164853
126.588774,29,14.233291
85.333606,19,14.269296
75.570372,17,14.300257
116.857335,25,14.347374
142.537,30,14.402539
83.115181,19,14.437788
105.493609,24,14.482132
109.178276,25,14.529736
106.976022,24,14.576982
129.277417,30,14.635825
71.415996,16,14.666777
86.528792,19,14.717682
90.152748,20,14.768364
76.990884,17,14.804985
87.02709,20,14.848323
171.057902,36,14.927077
86.628001,19,14.965193
125.705707,28,15.016468
86.78213,21,15.055929
76.245419,17,15.086837
86.218479,19,15.122361
107.884263,24,15.168205
78.983583,18,15.201319
117.587824,26,15.250106
148.443795,31,15.325207
70.995674,16,15.355221
81.554244,18,15.388527
239.174483,49,15.475165
89.9852,21,15.510684
103.876415,23,15.550053
80.601926,18,15.582265
76.723712,17,15.614472
104.816123,23,15.657394
76.237228,17,15.68975
97.629536,21,15.728546
75.950958,17,15.757488
87.328435,19,15.792577
115.827375,25,16.340353
89.722964,20,16.376696
123.844385,29,16.43287
126.284149,28,16.485537
113.936455,26,16.541798
120.525242,26,16.614062
143.998126,32,16.671437
108.79108,26,16.715652
69.31817,16,16.742971
116.018395,27,16.789539
145.826738,32,16.84805
123.598111,27,16.895416
89.294009,20,16.930539
73.807787,17,16.961395
76.408513,17,16.992633
97.804953,23,17.03539
75.526201,17,17.065016
76.088204,17,17.094949
175.117874,38,17.161106
94.52771,21,17.197041
94.627139,22,17.235005
85.115935,22,17.272724
83.658578,20,17.307055
72.901021,17,17.336802
187.168778,42,17.412894
76.14441,17,17.442369
80.997872,18,17.473717
109.852863,24,17.517272
87.252336,20,17.554937
105.410502,25,17.602897
145.49166,30,17.66147
166.700167,36,17.729356
102.013752,22,17.766313
75.713911,17,17.794336
114.777509,29,17.845356
111.640422,25,17.889272
76.322176,17,17.920902
129.553256,28,17.973438
138.535221,31,18.757405
83.21176,19,18.793201
74.624642,17,18.823737
95.600681,21,18.862247
131.322977,33,18.922023
132.805439,32,19.447876
156.425179,37,19.514994
131.410396,28,19.567621
138.462443,32,19.627288
142.9227,30,19.684649
178.409234,39,19.756137
111.217201,26,19.80273
182.637166,45,19.883845
136.993558,31,19.941519
78.001896,18,19.975153
93.635948,21,20.013007
141.075023,34,20.077725
79.925813,18,20.108506
213.111821,46,20.194866
101.97455,22,20.235605
122.448965,27,20.288681
96.283302,22,20.328934
192.182018,43,20.409987
163.555826,36,20.475871
264.909154,60,20.582756
100.644993,24,20.626754
85.601309,19,20.659772
98.496441,22,20.70095
148.056008,33,20.765365
133.918846,29,20.828596
149.159903,34,20.89041
136.324675,29,20.941127
179.490015,38,21.008672
127.143425,28,21.064254
91.063951,20,21.101774
99.4251,24,21.151422
143.927894,30,21.212555
100.922206,22,21.254155
88.423706,19,21.287521
81.732039,18,21.767704
109.527223,24,21.813018
98.53404,21,21.850714
117.467778,26,21.898533
193.654014,43,21.979719
162.747335,37,22.046255
130.689192,32,22.104953
275.91544,60,22.215542
122.182824,26,22.264514
172.43227,39,22.339212
103.717684,23,22.384464
111.810087,26,22.433926
170.2744,39,22.502979
151.13282,31,22.557502
138.961367,31,22.614151
74.145136,18,22.647396
140.114559,31,22.70581
73.794162,17,22.737782
89.751519,21,22.77767
132.384798,30,22.846726
123.759033,26,22.898138
174.515563,39,22.968492
103.418594,23,23.007598
122.412241,30,23.060746
266.051355,54,23.163299
82.403062,19,23.205618
176.724775,39,23.29122
166.922523,37,23.358039
88.48828,20,23.393353
241.812957,52,23.485163
98.677247,21,23.529231
132.544874,31,23.597969
112.276269,25,23.651774
165.632608,39,24.294608
242.978292,53,24.417998
214.896775,47,24.507921
197.671769,45,24.588619
181.080362,40,24.662768
259.463089,55,24.772825
145.509687,31,24.844768
153.231835,33,24.904713
112.841672,25,25.55459
187.659523,41,25.632382
129.246474,27,25.680358
121.543624,26,25.727706
226.034465,47,25.8145
115.342032,26,25.866766
84.781697,19,25.903677
130.966106,30,25.961549
