#{"t_start": 1787570607.9319332, "env_id": "Humanoid-v5"}
r,l,t
121.979435,27,1.207731
80.355969,18,1.245909
71.493543,16,1.282938
100.28535,22,1.328638
76.312984,17,1.368888
95.531565,21,1.412879
97.769877,22,1.456325
81.56855,18,1.496466
87.580912,19,1.53574
84.925842,19,1.573333
194.385406,43,1.66369
76.295992,17,1.703035
78.138748,18,1.738764
89.011248,20,1.779399
70.932773,16,1.813015
137.685326,29,1.876223
87.935678,22,1.924886
76.318805,17,1.973028
81.904972,18,2.022169
82.132717,18,2.072266
110.99931,25,2.141277
104.344666,23,2.201856
76.33425,17,2.24154
86.32598,19,2.2879
145.196658,33,2.369547
99.166809,23,2.427228
122.050517,29,2.499799
151.670935,33,2.5836
76.208165,17,2.621061
79.295651,18,2.658683
164.012433,35,2.733792
83.778495,19,2.773876
80.152773,18,2.810468
85.78267,19,2.850221
76.236925,17,2.888933
106.047136,24,2.93844
113.114037,27,2.995873
76.62694,17,3.03007
116.567418,25,3.081393
84.086271,19,3.121192
92.265589,21,3.162835
79.776146,18,3.197039
73.960934,17,3.233544
76.112742,17,3.267807
239.376271,53,3.379908
120.779484,27,4.359946
76.103334,17,4.40289
72.520094,17,4.440194
108.049795,23,4.493946
88.99735,20,4.53948
104.487424,23,4.59606
95.739721,21,4.649153
76.053781,17,4.692423
69.207979,16,4.733849
103.359189,24,4.7934
167.972494,38,4.882231
144.110609,33,4.970614
75.129035,17,5.010494
209.189641,44,5.108422
80.868836,18,5.149773
83.685155,19,5.197293
127.406791,31,5.280195
102.989158,25,5.344782
76.337833,17,5.392071
71.078227,16,5.434296
71.461583,16,5.473298
87.665497,19,5.518413
80.112121,18,5.556266
68.156399,16,5.594246
82.397808,18,5.633553
106.973644,25,5.696597
76.500146,17,5.740636
116.822231,24,5.812506
87.642033,19,5.870393
82.351827,19,5.927948
106.421206,23,5.996045
116.203434,25,6.079542
118.575012,28,6.17117
71.240439,16,6.232482
126.712683,29,6.344984
103.051843,22,6.404725
81.577927,18,6.449266
81.177768,19,6.498239
85.9184,20,6.552146
96.685573,21,6.608462
86.778402,19,6.66249
75.846132,17,6.711396
81.036877,18,6.763607
84.868977,19,6.809819
109.551564,24,6.869316
71.021724,16,6.902473
71.248197,16,6.937118
95.097022,21,6.985123
82.89895,19,7.033767
74.655024,17,7.768847
209.155264,46,7.888641
70.553327,16,7.920987
118.510155,25,7.975355
82.859058,18,8.014055
74.480366,17,8.056004
141.227305,31,8.124289
117.409247,26,8.178292
76.410457,17,8.213772
86.361213,19,8.254326
80.684864,18,8.291961
124.99476,30,8.353701
90.247169,22,8.40068
150.78769,33,8.469128
171.405731,37,8.547938
105.531534,25,8.604768
88.79946,20,8.653629
117.720803,26,8.716617
112.133182,24,9.294256
70.867677,16,9.335376
109.34445,24,9.396929
87.068853,19,9.446859
106.610188,24,9.509649
82.472284,19,9.558553
108.465377,25,9.611744
146.063383,33,9.687405
97.796614,21,9.737859
165.688979,36,9.825016
93.995717,21,9.869602
122.307571,26,9.928481
74.144261,17,9.963698
80.128877,18,10.001379
90.272678,20,10.046399
74.736696,17,10.081308
92.334514,20,10.126385
75.720243,17,10.162827
76.374888,17,10.197767
140.733279,31,10.266764
78.977529,18,10.306412
68.973211,16,10.341723
88.145109,19,10.383801
77.467691,18,10.420783
136.014807,31,10.483967
95.550003,22,10.527596
158.124144,34,11.195111
137.190962,29,11.258391
101.298706,22,11.306415
82.855137,19,11.348326
124.515409,27,11.408745
175.661284,40,11.496907
76.27068,17,11.532245
103.616052,23,11.581995
210.062234,43,11.67675
73.878863,17,11.712843
189.499349,38,11.793428
100.068988,22,11.841473
131.212614,28,11.900464
100.514237,22,11.947533
141.821018,32,12.0244
85.110257,19,12.072547
75.485983,17,12.116714
174.947727,39,12.221348
76.212701,17,12.265869
124.321945,29,12.340972
115.5736,28,12.416782
84.382633,19,12.476161
76.504872,17,12.524453
76.384743,17,12.563414
95.849735,22,12.609567
76.324907,17,12.647092
76.073733,17,12.68378
92.822674,20,12.727409
165.532772,35,12.802381
195.766173,45,12.900133
117.465891,25,12.956472
70.410756,16,12.991544
118.573944,25,13.052452
76.013424,18,13.089676
71.515131,16,13.124007
76.497707,17,13.158909
179.912773,42,13.246433
75.988315,17,13.283852
76.618365,17,13.320433
177.303591,37,13.403452
100.451745,22,13.451067
115.638053,25,14.179303
102.914224,25,14.241367
86.253927,19,14.283631
232.086515,54,14.405325
116.80441,25,14.457968
170.209538,36,14.533027
75.185789,17,14.568545
89.500862,20,14.613208
101.532821,23,14.666701
237.995273,51,14.779055
124.433872,27,14.836373
132.012705,29,14.897675
91.421523,20,14.941759
97.596652,21,14.989345
149.403161,35,15.065716
132.981457,31,15.132995
73.897102,17,15.170103
100.680228,23,15.216411
75.757749,17,15.254095
152.014684,32,15.323562
181.071892,39,15.405012
87.485138,21,15.453976
127.827257,30,15.533111
114.694279,25,15.594425
76.496243,17,15.63571
97.238836,21,15.680996
90.811798,20,15.722903
113.47876,26,15.780594
148.002881,35,15.858659
116.07229,25,15.92401
76.343483,17,15.967294
136.521514,32,16.051712
126.219558,28,16.125284
95.983572,21,16.179019
154.446502,32,17.007967
113.444925,24,17.066227
133.401377,31,17.149596
75.913465,17,17.190419
103.776655,25,17.250206
167.321376,38,18.072357
82.033842,19,18.11505
150.758545,32,18.186516
84.951489,19,18.227073
94.358596,21,18.274743
174.784185,39,18.358838
153.94026,36,18.438247
100.314763,22,18.484764
76.142641,17,18.525121
136.610943,30,18.603697
130.029793,30,18.689776
129.409604,30,18.755618
124.877284,28,18.813403
89.737445,20,18.856193
98.583918,22,18.901765
82.376474,19,18.941524
191.743252,42,19.03302
85.109702,19,19.083084
100.090934,22,19.148957
133.539392,29,19.238206
150.654084,34,19.341508
74.984402,17,19.387278
132.214344,32,19.472058
116.469206,28,19.544404
132.114493,28,19.619388
102.911143,24,19.678371
104.176282,24,19.741429
159.017299,38,19.827833
238.138378,55,19.965924
81.453766,18,20.008698
90.579982,20,20.054783
133.262501,30,20.120255
113.720365,25,20.175984
122.638606,27,20.246799
84.645747,19,20.295181
162.032075,34,20.380824
119.286177,26,20.439465
69.404047,16,20.472206
129.454871,28,21.244914
205.798611,44,21.342099
116.866345,27,21.399531
117.27324,26,21.456622
157.552522,34,21.535461
76.294374,17,21.575464
195.423459,42,21.666572
177.199881,39,21.754919
80.717412,18,21.795895
113.730914,27,21.855889
137.185064,30,21.923268
190.96518,41,22.016527
105.391592,26,22.075453
133.358562,29,22.13954
83.74931,20,22.185013
159.154995,35,22.265145
100.459168,22,22.315844
76.550274,17,22.354361
83.681325,19,22.395762
244.360993,52,22.514674
149.815698,32,22.587192
76.457795,17,22.627975
75.493898,17,22.670563
99.34885,22,22.727937
75.961978,17,22.770795
106.203071,23,22.819702
183.908676,42,22.913583
128.570244,29,22.998635
142.006622,31,23.102776
164.451854,38,23.196588
127.506536,27,23.264676
85.947257,19,23.309471
73.340192,17,23.348256
105.797138,23,23.400613
217.077662,45,23.530668
131.335359,30,23.616416
204.471649,44,24.407987
81.18358,18,24.447587
71.230301,16,24.483426
153.117455,34,24.559354
114.255009,25,24.612786
81.553126,18,24.650791
135.193175,30,24.717088
120.51485,26,24.774241
231.459239,47,24.886923
158.434058,34,24.960979
194.624672,41,25.052269
133.207154,29,25.695884
216.237649,47,25.825335
148.269877,32,25.912207
70.97202,16,25.955408
146.174134,34,26.043504
95.012724,21,26.09766
134.784671,33,26.188899
150.580425,34,26.28564
155.160224,34,26.377223
150.952187,34,26.46601
123.339894,27,26.536507
97.489497,21,26.596782
191.693742,43,26.731335
132.403323,27,26.826966
189.515907,40,26.964109
121.428036,27,27.059802
250.841635,53,27.246764
182.206476,40,27.374133
143.444738,31,27.466779
227.472259,49,27.624842
108.745411,24,27.699454
127.247026,30,28.519039
80.88364,18,28.560601
120.847409,26,28.624166
141.546594,32,28.699924
102.051228,22,28.74919
154.431517,34,28.824746
207.708142,43,28.940199
199.463025,44,29.07044
142.386269,33,29.161313
101.634378,24,29.220313
164.882322,36,29.305784
179.703082,41,29.400233
262.071805,62,29.550626
130.793586,30,29.616036
226.718011,49,29.745359
239.30945,50,29.85977
97.583206,22,29.910375
192.336121,41,30.001556
93.209741,21,30.047747
255.894317,55,30.171122
210.555717,44,30.276911
228.941118,48,30.401937
137.888241,32,30.496431
195.569333,43,30.644616
131.963358,29,30.741127
154.033607,35,30.853905
171.544846,38,30.959482
168.892336,42,31.078885
109.73185,24,31.722745
92.96025,20,31.767215
257.536412,56,31.899443
215.697556,45,32.005913
159.854458,34,32.088161
200.025224,43,32.190747
147.907483,31,32.262115
