#{"t_start": 1787570607.928375, "env_id": "Humanoid-v5"}
r,l,t
105.024188,23,1.203043
76.894712,17,1.238372
80.063008,18,1.278475
75.966693,17,1.316613
75.686524,17,1.354178
197.5179,41,1.439919
89.614691,20,1.483479
81.66886,18,1.519936
71.504578,16,1.552891
77.784992,17,1.588934
120.757851,26,1.642889
131.394991,28,1.704158
69.798569,16,1.736349
116.713429,25,1.787317
79.782519,18,1.824691
107.083974,23,1.875486
81.657383,18,1.914967
106.845603,24,1.979312
85.134833,19,2.031599
116.653992,27,2.10575
74.072437,17,2.15375
132.011257,29,2.225639
136.394753,30,2.298481
108.024876,24,2.358466
80.990327,18,2.4031
79.485319,18,2.447907
91.9176,21,2.5006
75.057916,17,2.543151
94.293401,21,2.596465
133.551264,29,2.657988
90.070701,20,2.699738
76.496845,17,2.736941
93.252609,20,2.779494
148.263068,32,2.845286
90.627291,20,2.890106
86.206422,19,2.92837
70.804918,16,2.963174
71.612833,16,2.996852
80.722944,18,3.033305
75.270899,17,3.067236
113.11956,25,3.119554
80.309401,18,3.156132
70.60523,16,3.187175
80.864355,18,3.224685
121.328352,27,3.279183
76.359738,17,3.316002
196.144731,44,3.407009
134.080729,31,4.403674
123.567408,26,4.460624
123.221125,29,4.526242
99.832018,22,4.582282
80.094744,18,4.628083
76.544522,17,4.670409
112.09146,24,4.731255
76.135338,17,4.773872
84.224081,19,4.82111
81.313873,18,4.863219
108.062215,24,4.924438
71.682946,16,4.966339
80.251422,18,5.009138
80.280423,18,5.049552
99.323347,23,5.100803
83.04367,20,5.14626
107.215476,24,5.206708
113.065762,25,5.272984
108.467171,24,5.336371
121.052582,31,5.418579
142.184984,30,5.495492
73.856151,17,5.532373
72.679564,17,5.569454
76.067977,17,5.608872
92.002479,20,5.652603
75.979788,17,5.697168
180.56588,38,5.803703
84.446251,19,5.860176
107.095663,25,5.937014
102.327492,22,6.00254
100.329189,22,6.076211
106.091443,24,6.155113
91.172092,21,6.230605
92.867323,21,6.321548
75.871872,17,6.371899
70.807042,17,6.415702
76.663913,18,6.460353
71.53493,16,6.501407
137.601039,30,6.582231
132.854091,29,6.662958
111.426315,25,6.739091
70.378376,16,6.779757
70.638454,16,6.817921
138.008704,32,6.893526
80.982171,18,6.932307
120.678702,26,6.991179
105.367662,24,7.743426
71.346764,16,7.785398
88.899477,20,7.838558
116.708379,27,7.904886
76.048077,17,7.938918
108.170841,24,7.992182
92.999929,21,8.042002
99.842119,22,8.090555
81.616033,18,8.130213
96.743345,23,8.177119
78.331732,18,8.214778
110.727894,24,8.26663
104.128325,23,8.314878
109.021772,24,8.364023
75.969693,17,8.399698
97.074304,22,8.446925
97.789365,21,8.489065
81.030388,18,8.529747
129.861547,29,8.590694
140.105285,31,8.665614
81.689739,18,8.710848
110.315946,24,9.286833
116.080937,26,9.353937
93.034228,20,9.405669
76.378221,17,9.450031
85.450201,19,9.500187
76.16663,17,9.54319
81.352287,18,9.586032
84.389648,19,9.624924
71.34737,16,9.662714
144.750637,33,9.740962
85.996379,19,9.788965
158.54673,35,9.866078
76.227583,17,9.905983
76.264954,17,9.943572
73.389031,17,9.977178
85.164796,19,10.019002
126.785942,27,10.075848
110.620383,25,10.131751
81.460055,18,10.170897
99.564419,22,10.218121
168.529824,41,10.307441
94.598386,23,10.358862
83.062537,19,10.3992
93.474652,22,10.445693
75.635454,17,10.479561
76.109386,17,10.513296
86.113187,19,10.553366
76.182955,17,11.183692
106.952266,23,11.234321
99.106042,22,11.283134
81.393525,18,11.321293
97.971698,22,11.369523
125.52122,26,11.425941
169.917223,35,11.504592
160.612144,36,11.580348
93.484473,22,11.627655
129.295517,28,11.691632
85.497041,19,11.730357
70.676465,16,11.765733
73.400703,18,11.802763
129.316629,28,11.863331
80.345905,18,11.901252
100.071623,22,11.948091
76.442635,17,11.986655
99.64189,22,12.043176
90.831922,20,12.094526
138.095133,32,12.179612
70.875555,16,12.221845
109.529341,25,12.286889
105.312531,23,12.347012
159.256649,36,12.448211
85.350105,19,12.504874
81.038055,18,12.550728
141.673945,32,12.618882
74.969703,17,12.656986
71.178428,16,12.691646
76.339606,17,12.728263
92.652412,20,12.771229
85.193458,19,12.811975
134.103589,29,12.875518
76.219336,17,12.91215
140.409389,31,12.981713
85.67297,19,13.030579
153.584115,35,13.104018
79.619593,18,13.141379
119.332547,26,13.194948
75.837914,18,13.232677
71.619017,16,13.266284
76.297406,17,13.30401
96.186861,21,13.350476
88.964772,19,13.393769
76.567727,17,13.429762
81.354816,18,13.470469
92.062193,22,14.193023
145.448344,32,14.268863
150.268425,34,14.34592
144.446996,30,14.413208
172.545282,39,14.494972
182.015701,39,14.576705
80.426605,18,14.616236
100.623312,22,14.667683
134.056643,29,14.731302
100.290621,22,14.780216
95.361946,22,14.826169
132.553058,29,14.888458
125.407592,28,14.950068
136.227221,30,15.017315
114.260375,27,15.075366
76.670161,17,15.110934
120.165749,29,15.175616
79.0872,18,15.211855
116.091514,25,15.265582
83.234208,19,15.308341
74.491598,17,15.343343
131.270574,30,15.405643
225.43874,48,15.525874
86.097818,21,15.578895
85.904846,19,15.624417
124.675553,27,15.68411
98.984219,21,15.728345
126.794208,30,15.794517
83.029488,19,15.838821
75.228012,17,15.878397
116.273431,27,15.948777
119.062367,28,16.019708
119.565631,26,16.089673
132.056148,27,16.159928
136.706659,33,16.991479
130.565562,29,17.061386
141.387689,31,17.145452
120.153524,26,17.207904
163.948585,39,18.034001
124.410653,27,18.09691
86.287337,19,18.138237
211.734542,46,18.23916
113.985199,26,18.298441
131.451912,30,18.361986
105.715902,24,18.415001
85.984511,19,18.455705
78.06049,19,18.497174
69.348085,16,18.53616
81.622112,18,18.584755
215.101285,45,18.708529
113.534132,25,18.761094
86.622633,20,18.80256
201.553829,41,18.888227
78.528875,18,18.926521
69.99503,16,18.959692
164.360106,38,19.042923
165.635865,35,19.143338
215.536521,47,19.28702
70.202228,16,19.336231
100.885319,23,19.398461
105.0115,22,19.456849
156.463099,35,19.547494
96.926141,21,19.60474
84.261988,19,19.652549
148.357952,34,19.739073
173.185493,40,19.830916
103.379804,23,19.890993
176.596271,41,19.991477
113.515071,27,20.053209
71.647216,16,20.089979
101.32717,24,20.141197
95.165227,22,20.192636
108.47081,25,20.257822
148.450141,34,20.345133
110.658376,24,20.403076
100.25968,25,20.457
67.9338,16,21.199504
86.442069,20,21.245876
129.275499,28,21.308547
115.346013,28,21.368204
148.350827,34,21.441777
81.114849,18,21.481853
152.532383,38,21.571328
101.559283,22,21.618322
122.571243,26,21.675899
76.361044,17,21.716565
194.743791,39,21.803726
76.326381,17,21.84102
81.201272,18,21.881095
113.772939,25,21.938138
147.421846,33,22.012735
91.267731,20,22.057492
81.020057,18,22.098187
107.241263,24,22.152079
133.678155,29,22.217741
236.802194,52,22.337596
70.067842,17,22.375149
76.126966,17,22.412213
79.673726,18,22.453519
200.161319,46,22.559445
145.640325,31,22.630955
146.835329,32,22.712658
107.365113,26,22.778418
179.768827,42,22.870378
124.011894,27,22.92936
103.084745,24,23.0071
166.933663,35,23.120377
182.814247,41,23.218337
121.291819,30,23.293015
75.988989,17,23.333056
87.853642,20,23.379449
113.02517,25,23.439087
139.625941,31,23.533791
274.312607,59,24.37803
154.278323,35,24.455125
88.539934,21,24.501809
81.192771,18,24.541759
140.227933,31,24.609541
87.697435,19,24.650017
79.299541,18,24.691244
100.542999,23,24.739751
341.805809,74,24.912054
172.850641,38,24.99615
136.347185,32,25.642452
106.700778,23,25.695402
156.270637,35,25.792235
157.685581,36,25.892004
137.836214,30,25.971098
159.68037,35,26.06343
96.885198,24,26.12311
146.09233,33,26.217596
121.102879,26,26.292372
92.889146,21,26.350619
106.906856,23,26.408721
102.283449,22,26.466867
182.088557,40,26.574729
143.266496,31,26.666044
122.466711,27,26.755549
158.367615,34,26.872648
99.365776,24,26.95748
184.713832,42,27.10864
133.581792,28,27.208576
117.099409,27,27.292961
121.034656,27,27.380805
173.341129,41,27.503413
287.522897,63,28.455225
140.418812,31,28.527125
210.549911,44,28.631645
104.501184,22,28.684337
156.666691,34,28.762029
114.133377,25,28.816862
189.226669,46,28.937542
80.811787,18,28.988813
127.18365,28,29.0735
137.625511,30,29.155693
126.806812,27,29.223339
122.858839,27,29.289654
140.873423,32,29.362562
166.255112,37,29.449989
213.031238,47,29.563221
162.12604,38,29.64927
105.843227,23,29.714851
135.871967,29,29.782124
192.418173,41,29.877692
190.178182,42,29.972498
142.818237,32,30.042974
109.887609,25,30.098662
84.915002,19,30.141399
135.302425,28,30.206964
87.848666,20,30.255152
270.338588,60,30.408438
81.252617,18,30.455998
138.333157,30,30.564403
81.614267,18,30.622381
95.630989,21,30.689589
250.409468,51,30.85698
74.036266,17,30.903017
195.174097,40,31.01614
173.676648,39,31.707911
110.420009,24,31.761515
154.970002,34,31.841102
186.383702,39,31.933627
268.641629,60,32.076804
114.298961,26,32.138978
98.530346,22,32.191622
129.457549,31,32.263012
299.643292,61,32.401882
103.571235,22,32.452155
139.479141,31,32.525687
228.755991,46,32.629677
304.138517,62,32.76896
156.183267,34,32.846212
158.499866,35,32.928394
156.001268,33,33.002572
117.127888,27,33.066745
233.24154,51,33.186577
184.715335,40,33.284928
100.104147,22,33.333756
125.729117,30,33.399791
213.929885,49,34.063324
351.07202,70,34.24197
252.413539,52,34.389623
202.329689,44,34.529955
225.656786,47,34.665986
94.666879,21,35.312559
252.673823,53,35.432646
172.851492,40,35.526889
244.454101,50,35.640007
151.448968,33,35.716875
