#{"t_start": 1787570607.9200153, "env_id": "Humanoid-v5"}
r,l,t
83.352687,18,1.199584
85.646935,19,1.240086
80.895425,18,1.279058
81.132671,18,1.320514
79.123783,18,1.359257
85.979076,19,1.401655
76.353176,17,1.435738
99.415467,22,1.481372
83.442742,19,1.52208
89.299441,20,1.562777
73.976703,17,1.599366
102.28369,23,1.646714
90.205879,20,1.690244
94.319298,21,1.734504
127.726382,29,1.792733
86.15747,19,1.832355
75.482984,17,1.871214
81.33593,18,1.910703
76.364239,17,1.950583
74.42692,17,1.998268
86.561133,19,2.050414
71.581821,16,2.094154
118.412854,28,2.173052
120.230894,27,2.238173
81.311762,19,2.283874
134.059707,33,2.366195
115.153053,25,2.428783
126.648763,28,2.498271
101.726903,23,2.556075
70.75589,16,2.5975
126.736935,28,2.657487
99.035734,22,2.703521
120.440101,27,2.762561
96.252921,21,2.80536
222.321075,44,2.899953
76.548301,17,2.933843
96.417234,22,2.982178
128.984923,29,3.040925
81.26589,18,3.077421
70.522051,16,3.110014
125.035919,28,3.167987
104.615594,23,3.212932
112.700253,25,3.265067
88.813476,19,3.30442
75.588109,17,3.340114
81.34666,18,3.377709
103.903161,23,3.42462
111.463035,24,4.406199
75.73956,17,4.444974
108.979071,24,4.499216
118.617508,28,4.566733
76.52537,17,4.607042
71.759014,16,4.647711
112.147607,26,4.71422
113.814593,26,4.77894
86.125307,19,4.825876
97.448792,21,4.875615
154.3479,34,4.964414
137.720855,30,5.034359
145.529179,31,5.103967
102.48381,23,5.156394
113.907947,26,5.222621
76.166907,17,5.266842
131.133955,30,5.34735
102.106051,22,5.406785
135.349378,31,5.484282
80.45051,18,5.527417
76.708256,17,5.562938
76.484341,17,5.602666
76.128042,17,5.640218
74.528723,17,5.68266
168.93516,38,5.782958
157.964411,33,5.884432
73.479372,17,5.935205
79.768358,18,5.989402
85.574235,19,6.049129
94.668929,21,6.119495
113.028895,24,6.200285
141.529772,31,6.329044
87.812909,20,6.388182
76.483156,17,6.430469
76.135056,17,6.473677
106.857004,23,6.531903
76.204352,17,6.579754
80.694356,18,6.628705
80.207665,18,6.678507
105.897507,23,6.749674
117.437911,25,6.811148
143.191294,33,6.890615
118.843737,29,6.952688
75.871873,17,6.991156
79.589381,18,7.038638
175.541085,42,7.838797
105.810549,22,7.895378
69.979525,16,7.928167
76.463651,17,7.96516
80.004538,18,8.004687
74.045219,17,8.044369
87.712191,19,8.087373
94.216214,20,8.130425
