#{"t_start": 1787506617.0336988, "env_id": "Ant-v5"}
r,l,t
-38.142611,72,253.352833
-111.836677,146,253.597047
7.262664,16,253.623726
-16.586654,13,253.6455
-29.203487,32,253.697768
14.333032,54,253.786767
-3.714909,10,253.803115
-16.711472,16,253.829541
-5.07902,32,253.882819
-27.364021,42,253.952292
-22.919501,16,253.978555
10.231555,27,254.022706
-52.111816,59,254.120582
-16.785747,26,254.163311
-51.622771,68,254.275014
-52.2482,100,254.441286
-116.463576,137,254.667055
-0.135574,21,254.701896
-11.777836,14,254.724729
-21.123778,22,254.761107
-34.610729,47,254.838801
4.918872,14,254.862561
-24.947917,28,255.729321
-5.035255,10,255.746115
-11.384328,14,255.769291
-14.711132,29,255.817453
-40.26438,59,255.915239
-64.007941,98,256.078239
-57.629432,54,256.167744
13.770578,59,256.265507
-658.076958,1000,258.705956
8.617129,44,258.779057
-37.160668,56,258.871492
-7.372263,32,258.924653
-3.471687,12,258.94465
-15.881601,27,258.989437
-17.108463,23,259.027186
-14.361464,12,259.046942
-10.521546,30,259.09624
-19.574931,19,259.127906
-2.865182,16,259.154048
-33.805511,21,259.188896
-11.283498,12,259.208592
-33.539456,65,259.315643
0.46119,11,259.333728
-20.136297,19,259.364857
-52.318261,92,259.516218
-50.044297,41,259.583251
-94.041141,94,259.737655
-28.503402,55,259.827754
-14.164852,21,259.862382
9.744779,16,259.888529
-7.47305,64,259.994023
-21.655184,23,260.031918
-9.535856,23,260.069713
-11.740376,92,260.224119
-672.324042,1000,264.061892
-11.844692,43,264.132986
-74.373234,114,264.321753
6.211154,21,264.356786
-33.330118,120,264.555614
-2.823288,71,264.674176
-23.347985,67,264.785548
-43.480186,75,264.908648
2.96659,25,264.950155
-8.288313,12,264.969917
-18.406037,16,264.997229
-39.736803,64,265.103563
-39.448917,68,265.217133
-42.731139,77,265.343924
-4.133263,18,265.373686
-5.211513,14,265.397281
-7.734545,25,265.438404
-8.405359,20,265.471558
-67.084605,90,265.621146
-635.514107,1000,269.057564
19.499872,46,269.133373
-16.200939,44,269.206047
-5.254603,14,269.229342
-10.536382,20,269.262783
-85.976368,90,269.411007
-163.666237,134,269.632834
-24.634859,23,269.671531
-16.801478,32,269.724131
-1.641885,78,269.853179
0.004775,12,269.872996
28.596609,20,269.906274
-24.673983,42,269.975785
-10.253276,14,269.998962
4.98854,20,270.031882
-6.392247,14,270.055695
11.134427,56,270.149019
-11.638522,23,270.187419
-0.736591,13,270.209368
4.888294,13,270.23158
-15.477072,21,270.26742
-54.189533,35,270.325507
-9.271232,23,270.36366
-38.386014,30,270.41339
-0.389494,42,270.483953
-659.323112,1000,272.168261
-27.119324,51,272.253559
22.084614,45,273.09408
-5.666135,31,273.145847
-66.802707,77,273.273948
-48.688697,51,273.359354
-9.635077,18,273.38881
-64.627914,64,273.495295
-4.192476,17,273.523658
-22.837506,20,273.556763
12.555216,25,273.598347
-9.213451,27,273.643067
2.808561,13,275.251015
29.860356,21,275.287099
1.553758,16,275.313438
-49.216879,71,275.429371
-25.266243,38,275.491907
-75.539178,58,275.587325
-13.508232,12,275.60718
-4.193198,12,275.627039
-33.873436,40,275.692822
-13.244555,15,275.71738
-18.025579,43,275.788328
0.106383,14,275.8113
4.314243,8,275.824309
37.718001,52,275.909554
-29.760847,47,275.987129
-30.070776,30,276.036597
1.167687,19,276.067464
2.08141,30,276.116637
-6.423062,37,276.178227
-16.042085,28,276.224392
-5.512876,14,276.247802
-2.098824,75,276.371989
4.696949,23,276.410065
-32.690675,33,276.465055
-33.369124,34,276.521647
-4.094573,34,276.578937
6.209745,34,276.635422
1.436929,23,276.673762
-23.253501,47,276.752686
-15.282983,48,276.832477
-5.034685,50,276.916557
5.814229,47,276.995474
-6.316424,58,277.092276
-7.211254,78,277.224401
-15.417688,19,277.256215
-33.771186,39,277.321805
-19.025523,25,277.364323
-27.302578,45,277.439714
-13.824509,13,277.461392
-32.338067,56,277.555741
11.922485,25,277.597787
-2.928379,27,277.642769
8.429822,91,277.795829
-15.682502,21,277.831074
-7.291897,29,277.879307
-9.735346,31,277.931139
-15.598318,26,277.975359
-4.265795,20,278.008326
-35.360203,41,278.84083
-15.209756,54,278.929915
-3.798321,43,279.001848
-100.380635,101,279.170171
-11.502659,81,279.304666
-9.425588,15,279.329423
-41.424433,34,279.386417
-16.444141,16,279.413054
-47.572351,62,279.515473
-7.314087,43,279.586868
12.3611,31,279.637956
-9.16059,17,279.665806
-10.146474,23,279.703606
51.236671,65,279.811082
11.968809,33,279.865685
-8.30285,13,279.887022
-12.028904,16,279.913676
-18.938831,22,279.949861
3.590964,50,280.032717
-0.105549,19,280.064117
-0.861924,12,280.084376
-4.923202,20,280.117442
-48.23391,107,280.689087
-34.599687,37,280.750479
-0.923368,6,280.760607
0.966568,40,280.827998
-0.439598,20,280.861216
-115.82134,84,281.001263
-25.79255,15,281.026852
-8.454409,15,281.051971
-32.686775,14,281.07552
-0.714716,28,281.122318
-649.073771,1000,283.571618
9.811116,28,283.618095
-5.658879,14,283.641889
-8.590464,13,283.663211
-4.848256,15,283.688015
-46.943406,34,283.744081
-43.311772,54,283.833578
-52.709973,64,283.939555
-38.386507,72,284.058768
-13.656261,16,284.085331
-55.821988,132,284.303389
-714.628122,1000,286.315689
-21.199861,30,286.366093
